name,program_number,model_type,lat,lon,address,phone,contract_type,summer_session
HIGHBR. ADVIS. CNCL. S.A.,1600234,null,40.8519926,-73.9224985,"28 RICHMAN PLAZA BRONX, NY 10452",,PP,open during summer only
GOOD SHEPHERD SVCES/BEACON 45,1600236,null,40.8584306,-73.8870393,"2502 LORILLARD PLACE BRONX, NY 10458",(718) 367-9577,PP,open during summer only
SCAN @ MULLALY ACAD.PK.,1600242,null,40.8305135,-73.9237672,"40 EAST 164TH STREET BRONX, NY 10452",(718) 590-5743,PP,open during summer only
SCAN @LA GUARDIA,1600243,null,40.7969304,-73.9370768,"307  EAST 116TH ST. NEW YORK, NY 10016",(212) 534-7800,PP,open during summer only
SOUTHERN QUEENS PARK ASSOC,1600244,null,40.6872438,-73.7721323,"177-01 BAISLEY BLVD JAMAICA, NY 11434",(718) 276-4630,PP,open during summer only
DECATUR-CLEARPOOL,1600246,null,40.6817075,-73.9357224,"272 MACDONOUGH ST. BROOKLYN, NY 11233",(718) 453-7004,PP,
URBAN STRATEGIES FANNIE BA,1600248,null,40.6603482,-73.9147639,"829 SARATOGA AVE SHELTER BROOKLYN, NY 11212",(718) 919-3600,PP,open during summer only
SCAN-N Y V P A A INC.,1600249,null,40.763368,-73.95924,"2351 1ST AVE JHS45 RM154 NEW YORK, NY 10035",(212) 426-2000,PP,open during summer only
SIC/PATHWAYS F.YOUTH-BCN. 201,1600250,null,40.8155936,-73.8852377,"730 BRYANT AVE. BRONX, NY 10474",(718) 293-5454,PP,open during summer only
POLICE ATHLETIC LEAGUE-WYNN,1600258,null,40.6869802,-73.9467976,"495 GATES AVENUE BROOKLYN, NY 11216",(718) 230-8477,PP,open during summer only
WEBSTER PAL,1600260,null,40.8559629,-73.8961628,"2255 WEBSTER AVENUE BRONX, NY 10457",(718) 733-6748,PP,open during summer only
SIC/PATHWAYS F. YOUTH-P.S.152,1600263,null,40.8237915,-73.8804665,"1007 EVERGREEN  AVENUE BRONX, NY 10473",(718) 828-4518,PP,open during summer only
LANA'S GYMNASTICS CLUB,1600267,null,40.7275224,-73.8217291,"71-25 MAIN ST. FLUSHING, NY 11367",(718) 263-2121,PP,open all year
BAMBI DAY CARE IV,1600268,null,40.6264803,-74.0263282,"405 81  STREET BROOKLYN, NY 11209",,PP,open during summer only
UNIVERSITY SETTLEMENT DAY CAMP,1600269,null,40.7205478,-73.9905177,"184 ELDRIDGE ST. NEW YORK, NY 10002",,PP,open during summer only
BRONXWORKS ECLC,1600272,GD,40.8326398,-73.9187735,"1130 GRAND CONCOURSE BRONX, NY 10456",(718) 508-3054,FF,open during summer only
SIC/SALEM COMMUNITY COUNCIL,1600273,null,40.812,-73.947053,"211 WEST 129 STREET NEW YORK, NY 10027",,PP,open during summer only
HIGHBRIDGE ADVSRY COUNCIL,1600274,null,40.8443499,-73.9132709,"1594 TOWNSEND AVENUE BRONX, NY 10453",(718) 992-1321,PP,open during summer only
LITTLE FLOWER PREPARATORY SCHL,1600281,null,40.669939,-73.943312,"755 EASTERN PARKWAY BROOKLYN, NY 11213",,PP,open during summer only
RBSCC THAP PS376K,1600284,null,40.698048,-73.920166,"194  HARMEN STREET BROOKLYN, NY 11237",,PP,open during summer only
LATINO PASTORAL ACTION CTR,1600287,null,40.8402768,-73.9186545,"14  WEST 170 STREET BRONX, NY 10452",(718) 681-2361,PP,open during summer only
CCB SCHOOL/5TH AVENUE,1600293,null,40.6332084,-74.0213595,"6910 5 TH AVENUE  2ND FL. BROOKLYN, NY 11209",(718) 833-5555,PP,open during summer only
BROOKLYN COMMUNITY DCC,1600295,null,40.6951158,-73.9436022,"266 THROOP AVE 1ST FL BROOKLYN, NY 11206",,PP,open during summer only
SPARKLES DAY CARE,1600296,null,40.6163192,-73.9733173,"1363-67 EASTERN PARKWAY-2ND  BROOKLYN, NY 11233",,PP,open during summer only
KIDS CIRCLE DAYCARE,1600303,null,40.7190964,-73.8034266,"164-04 GOETHALS AVENUE JAMAICA, NY 11432",,PP,open during summer only
THE CHILDRENS AID SOCIETY,1600305,null,40.7891824,-73.9492995,"130 EAST 101 STREET NEW YORK, NY 10029",(212) 348-2343,PP,
REV. CHARLES NESBITT MEM DCC,1600306,null,40.688681,-73.9173529,"1170 BUSHWICK AVE 1ST FL  BROOKLYN, NY 11221",(718) 455-2678,PP,
POLICE ATH. LEAGUE HARLEM,1600307,null,40.8069454,-73.9559636,"441 MANHATTAN AVE 1ST FL NEW YORK, NY 10026",(212) 665-8699,PP,open during summer only
GEORGE CONLIFFE CHILD CARE CTR,1600308,null,40.6733783,-73.9288404,"1435 PROSPECT PLACE BROOKLYN, NY 11213",,PP,
OPPORTUNITIES FOR OTSEGO,1600310,null,42.445317,-75.088586,"256-8 RIVER STREET ONEONTA, NY 13820",,PP,open during summer only
ALL CHILDREN'S CHILD CARE CTR,1600311,null,40.7628943,-73.9227234,"31-30 33RD STREET LONG ISLAND CIT, NY 11106",,PP,open during summer only
INTER F&S SUMMER DAY CAMP,1600312,null,40.6189586,-74.0091745,"7714  13 AVENUE BROOKLYN, NY 11228",,PP,
UNIVERSAL DAY CARE @FALU,1600314,null,40.797909,-73.93529,"333 EAST 118TH STREET NEW YORK, NY 10035",(212) 828-6705,PP,open during summer only
ARMORY POLICE ATHLETIC LEAGUE,1600315,null,40.8421049,-73.941251,"216 FORT WASHINGTON AVE NEW YORK, NY 10032",,PP,open during summer only
MID-BRONX COUNCIL SERVICES,1600321,null,40.8328132,-73.9202778,"1125  GRAND CONCOURSE BRONX, NY 10452",(718) 410-6735,PP,open all year
1199 FUTURE OF AMERICA LEARN,1600322,null,40.8566354,-73.8430421,"1500 PELHAM PARKWAY SOUTH BRONX, NY 10461",,PP,open during summer only
"PARKWAY DAY CAMP, INC.",1600324,null,40.6109269,-73.960851,"1580 E. 13TH STR. APT 1J BROOKLYN, NY 11230",(718) 646-9158,PP,open during summer only
ST.THOMAS THE APOSTLE R.C. DC,1600325,null,40.8051171,-73.9533801,"262 WEST 118TH ST NEW YORK, NY 10026",(212) 662-2693,PP,open during summer only
ST. LUKE'S EVANG. LUTH. CHURCH,1600327,null,40.6910353,-73.9658754,"259 WASHINGTON AVENUE BROOKLYN, NY 11205",,PP,open during summer only
CHIPOLLINA DAY CARE CENTER,1600329,null,40.60288,-73.986755,"1784 STILLWELL AVE 1ST FL BROOKLYN, NY 11223",(718) 266-3913,PP,
"YOUR FAMILY, INC.",1600330,null,40.6859446,-73.9453033,"344  MONROE ST. C/O PS305 BROOKLYN, NY 11216",(718) 783-0842,PP,open during summer only
BRIGHTON BALLET THEAT. CO. INC,1600331,null,40.578091,-73.960502,"703  BRIGHTON BCH AVE 2FL BROOKLYN, NY 11235",,PP,open during summer only
HAPPY DRAGON DCC,1600332,null,40.7323477,-73.8761046,"86-02 57TH AVENUE ELMHURST, NY 11373",,PP,open during summer only
HCCI BRADHURST ACAD. OF EXCEL.,1600334,null,40.8224857,-73.9395122,"210 WEST 146TH ST. NEW YORK, NY 10039",(212) 926-3015,PP,open during summer only
BEIS SHLOMO ZALMEN ,1600335,null,40.7167651,-73.98062,"262 DELANCEY STREET NEW YORK, NY 10002",,PP,open during summer only
GAN YISOREL PRESCHOOL,1600337,null,40.6375491,-73.9819565,"3909 15 AVENUE BROOKLYN, NY 11218",(718) 853-9853,PP,open during summer only
NEW DEAL DC AND LEARNING CTR,1600338,null,40.7022991,-73.8038488,"172-12 JAMAICA AVENUE, 1FL. JAMAICA, NY 11432",,PP,open during summer only
PROSPECT COMMUNITY DC,1600341,null,40.8163932,-73.8995753,"730 KELLY STREET 1ST FL. BRONX, NY 10455",,PP,open during summer only
MESIVTHA TIFERETH JERUSALEM,1600342,null,40.7137729,-73.9912633,"145 EAST BROADWAY NEW YORK, NY 10002",,PP,
"TREMONT MONTEREY DCC,INC",1600347,null,40.8426448,-73.8924505,"1807  CLINTON AVENUE BRONX, NY 10457",(718) 617-2211,PP,open during summer only
BAS MELECH SCHOOL FOR GIRLS,1600349,null,40.625813,-73.975585,"116  AVENUE  I BROOKLYN, NY 11230",,PP,
ALIANZA DOM/LA PLAZA IS 143,1600350,null,40.8492808,-73.9309745,"515 WEST 182ND STREET NEW YORK, NY 10033",(212) 795-1490,PP,open during summer only
PS86 RIDGEWOOD BUSHWICK SCC,1600351,null,40.7007483,-73.9176601,"220 IRVING AVENUE BROOKLYN, NY 11237",,PP,open during summer only
KON WAH DAY SCHOOL,1600357,null,40.760679,-73.831872,"135-27 38TH AVENUE, 2ND FL. LINDEN HILL, NY 11354",(718) 353-4388,PP,open during summer only
FAITH SUMMER DAY CAMP,1600358,null,40.757213,-73.831132,"133-20 41ST AVENUE FLUSHING, NY 11355",,PP,open during summer only
"A CHILD'S PLACE,TOO",1600359,null,40.759286,-73.861564,"32-20 108TH STREET EAST ELMHURST, NY 11369",,PP,open during summer only
STILLWELL AVE PREP EXTENTION,1600360,null,40.603035,-73.9812017,"132 HIGHLAWN AVE., 1FL BROOKLYN, NY 11223",(718) 265-2220,PP,open during summer only
OUR SAVIOR LUTHERAN PRESCHOOL,1600361,null,40.709636,-73.786919,"90-04 175 AVENUE JAMAICA, NY 11432",(718) 739-7452,PP,open during summer only
KHYLE BRENAJ KIDDIE DCC,1600363,null,40.6438609,-73.8999986,"9718 FLATLANDS AVENUE BROOKLYN, NY 11236",,PP,open during summer only
EV. WOND. INC/HAPPY TOWERS DCC,1600365,null,40.5811796,-73.9534487,"13 WEST END AVENUE BROOKLYN, NY 11235",(718) 743-6549,PP,
GRYC LITTLE STARS PRE-SCHOOL,1600368,null,40.7009047,-73.8931793,"62-02 MYRTLE AVENUE RIDGEWOOD, NY 11385",,PP,
UNITED ACTIVITIES UNLIMITED,1600369,null,40.6315864,-74.1570676,"80 MAPLE PARKWAY STATEN ISLAND, NY 10303",(718) 448-4834,PP,open during summer only
WILLIAMSBURG NORTH PRE SCHOOL,1600377,null,40.7162277,-73.958514,"152 NORTH 5TH STREET BROOKLYN, NY 11211",,PP,open during summer only
MARC ACADEMY & FAMILY CTR,1600379,null,40.8551041,-73.9065535,"2111-2105 JEROME AVENUE BRONX, NY 10453",(718) 562-3411,PP,open during summer only
STAR AMERICA,1600381,null,40.6341026,-74.0077082,"880 60TH STREET BROOKLYN, NY 11220",,PP,open during summer only
STANLEY S. LAMM INSTITUTE PRES,1600384,null,40.656204,-73.982638,"500 19TH STREET BROOKLYN, NY 11215",,PP,open during summer only
BOARD OF ED LATCHKEY  P.S 13,1600386,null,40.6131457,-74.0691497,"191  VERMONT AVE  STATEN ISLAND, NY 10305",,PP,
OVER THE RAINBOW,1600389,null,38.548781,-75.088441,"33 CENTRAL AVE.  # 1-B STATEN ISLAND, NY 10301",(718) 816-7595,PP,open during summer only
JOHNNY RAY YOUNGBLOOD ACAD,1600390,null,40.6600649,-73.8834965,"818  SCHENCK AVE BROOKLYN, NY 11207",(718) 257-3900,PP,open during summer only
CHAROSA FOUNDATION @ PS 36,1600394,null,40.6907625,-73.7639759,"187-01 FOCH BLVD. SAINT ALBANS, NY 11412",,PP,open during summer only
GET SET KINDERGARTEN/INFANT ,1600397,null,40.643304,-73.9603839,"1919 CORTELYOU ROAD BROOKLYN, NY 11226",(718) 856-0595,PP,open during summer only
JUST 4 KIDS,1600398,null,40.8107139,-73.855692,"214-216 SOUNDVIEW AVENUE BRONX, NY 10473",,PP,open during summer only
LITTLE RED WAGON INC,1600399,null,40.7108421,-73.7702756,"188-06 JAMAICA AVE HOLLIS, NY 11423",(718) 468-6627,PP,open during summer only
HOLLIS COMMUNITY SERVICE,1600400,null,40.713558,-73.766408,"193-25 JAMAICA AVENUE HOLLIS, NY 11423",(718) 465-0923,PP,open during summer only
THE SHIELD INSTITUTE,1600401,null,40.8515375,-73.9154008,"1800 ANDREWS AVENUE BRONX, NY 10453",(718) 299-7600,PP,
UNIVERSITY SETTLEMENT SOCIETY,1600402,null,40.7203039,-73.9911164,"175 ELDRIDGE STREET NEW YORK, NY 10002",(212) 475-7160,PP,open during summer only
"HAPPY DAYS ON AVENUE 1, INC.",1600404,null,40.628878,-73.947678,"2918 AVENUE 1 ,1ST FLOOR BROOKLYN, NY 11210",(718) 258-3020,PP,
ODYSSEY HOUSE FAMILY CENTER,1600406,null,40.8008793,-73.9365617,"219 EAST 121 STREET NEW YORK, NY 10035",(212) 987-5193,PP,open during summer only
THE CHILDREN'S AID SOCIETY,1600407,null,40.7973871,-73.963766,"885 COLUMBUS AVE NEW YORK, NY 10025",(212) 865-6337,PP,
EXCELSIOR LEARNING CENTER,1600408,null,40.9166914,-73.8131791,"675 EAST LINCOLN AVE MOUNT VERNON, NY 10552",,PP,open during summer only
CITADEL D.C. AND LEARNING CTR,1600410,null,40.687245,-73.930223,"180 MALCOLM X BLVD, 1FL BROOKLYN, NY 11221",(718) 602-6436,PP,open during summer only
THE KIDZONE CHILD CARE COMM. ,1600411,null,40.8145072,-73.9051591,"628 TINTON AVENUE BRONX, NY 10455",(914) 227-1341,PP,
HOLY NAME SCHOOL,1600413,null,40.7946775,-73.9703228,"202 WEST 97TH STREET NEW YORK, NY 10025",,PP,
METRO NORTH CHILD CARE CENTER,1600414,GD,40.7876122,-73.94361,"304 EAST 102 STREET NEW YORK, NY 10029",(212) 828-6087,FF,
QUEENS VILLAGE ANNEX # 3,1600426,null,40.7181697,-73.7353414,"96-15 SPRINGFIELD BLVD   QUEENS VILLAGE, NY 11429",,PP,open during summer only
JEWISH COMMUNITY CTR OF S.I.,1600428,null,40.5658225,-74.183603,"1297 ARTHUR KILL ROAD STATEN ISLAND, NY 10312",(718) 475-5286,PP,
MS 347-379 BEACON N. B'KLYN YM,1600436,null,40.7008178,-73.9275874,"35 STARR STREET BROOKLYN, NY 11221",(718) 366-7821,PP,open during summer only
LITTLE STARS TOO,1600445,null,40.8656754,-73.8563548,"1083 ALLERTON AVENUE BRONX, NY 10469",(718) 515-8800,PP,open during summer only
MANHATTAN CHINESE CULTURAL,1600452,null,40.7169867,-73.9906832,"323 GRAND STREET NEW YORK, NY 10002",(212) 226-8600,PP,open during summer only
YWCA OF YONKERS CHILD DEV. CTR,1600454,null,40.9307724,-73.8988105,"87 SOUTH BROADWAY YONKERS, NY 10701",,PP,open during summer only
ROSE KENNEDY FAMILY CENTER,1600455,null,40.6819699,-73.9467247,"178 HALSEY STREET BROOKLYN, NY 11216",,PP,
SKAZKA V DCC,1600459,null,40.60288,-73.986755,"1784 STILLWELL AVENUE BROOKLYN, NY 11223",(718) 266-3913,PP,
SCHOOL NEWS NATIONWIDE SDC,1600466,null,40.6814738,-73.9581086,"1068  FULTON STREET BROOKLYN, NY 11238",(718) 230-7821,PP,open during summer only
MADISON SQUARE BOYS &GIRLS CLU,1600469,null,40.5739913,-73.9904895,"2315 SURF AVENUE BROOKLYN, NY 11224",(718) 996-3170,PP,
CANDY KIDS DAY CARE LLC,1600470,null,40.6507259,-73.9472025,"3212 CHURCH AVENUE BROOKLYN, NY 11226",(917) 468-8001,PP,open during summer only
RAINBOW KIDDIE ACADEMY,1600472,null,40.8232439,-73.8620741,"880  THIERIOT AVE-#1E BRONX, NY 10473",(718) 824-3693,PP,open during summer only
ST. GEORGE'S COMMUNITY DEV,1600478,null,40.6862916,-73.9477998,"800 MARCY AVE BROOKLYN, NY 11216",,PP,open during summer only
IMMIGRANT SOCIAL SERVICE PS126,1600480,null,40.7104484,-73.9970012,"80  CATHERINE STREET NEW YORK, NY 10038",(212) 571-1840,PP,open during summer only
MISS SHELLEY'S UPWARD PREP,1600481,null,40.6742465,-73.5878077,"66 NASSAU ROAD ROOSEVELT, NY 11575",,PP,open during summer only
LITTLE ANGEL DAY CARE,1600484,null,40.6802612,-73.9612769,"12 CROWN STREET (CELLAR BROOKLYN, NY 11225",(718) 469-0229,PP,open during summer only
IMMIGRANT SOC. SRV'S - PS 130,1600490,null,40.7188194,-73.9982635,"143 BAXTER STREET NEW YORK, NY 10013",,PP,open during summer only
ST. HELENA SCHOOL,1600492,null,40.8345149,-73.856052,"2050 BENEDICT AVE BRONX, NY 10462",(718) 892-3234,PP,open during summer only
OUR LADY OF GRACE,1600493,null,40.593223,-73.9683741,"385 AVE. W BROOKLYN, NY 11223",(718) 375-2081,PP,
KIDDIE ACADEMY OF S.I. INF/TOD,1600495,null,40.6139728,-74.1769628,"1110 SOUTH AVENUE STATEN ISLAND, NY 10314",,PP,open during summer only
MIDTOWN WEST EXTENDED DAY PROG,1600497,null,40.7613287,-73.9886685,"328 WEST 48 STREET NEW YORK, NY 10036",,PP,
EAST SIDE HOUSES MILLBROOK COM,1600498,null,40.805929,-73.9185779,"201 ST. ANNS AVENUE BRONX, NY 10454",,PP,open during summer only
THE RAINBOW CAMPUS,1600500,null,40.6760559,-73.9490304,"1110 BERGEN STREET BROOKLYN, NY 11216",(718) 774-8201,PP,open during summer only
NORTHERN CONVENT AVE-ECP,1600502,null,40.8274085,-73.9443687,"440 CONVENT AVENUE NEW YORK, NY 10031",,PP,open during summer only
MONTGOMERY ACADEMY S&K DC,1600504,null,40.6642338,-73.9318669,"414 UTICA AVENUE BROOKLYN, NY 11213",(718) 493-4774,PP,open during summer only
DAY CARE WORKS #2,1600507,null,40.6738001,-73.9542956,"1448 BEDFORD AVENUE BROOKLYN, NY 11216",,PP,open during summer only
SUNSHINE DAY CARE,1600514,null,40.6869647,-73.9422727,"576 GATES AVENUE BROOKLYN, NY 11221",,PP,open during summer only
ABC DAY CARE CENTER 11,1600515,null,40.6470129,-73.9697195,"1019 CHURCH AVENUE, 1ST F BROOKLYN, NY 11218",(718) 284-5168,PP,open during summer only
NEW BEGINNING DAY CARE,1600516,null,40.6690425,-73.94757,"307 NEW YORK AVENUE BROOKLYN, NY 11213",(718) 735-6717,PP,open during summer only
VILLAGE DAY CARE CENTER,1600522,null,40.8442743,-73.8694459,"607 MORRIS PARK AVE. BRONX, NY 10460",(718) 239-2240,PP,open during summer only
HIGHER LEVEL DAY CARE,1600532,null,40.6449969,-73.9546209,"2401 BEVERLY ROAD BROOKLYN, NY 11226",(718) 856-4064,PP,open during summer only
FVM BETHEL  DAY CARE,1600534,null,40.6431486,-73.958036,"1120 FLATBUSH AVENUE BROOKLYN, NY 11226",       ,PP,
LIBERTY DAY CARE SERVICE,1600537,null,40.655643,-73.917289,"478  EAST 95TH STREET, 1F BROOKLYN, NY 11212",(718) 498-4384,PP,
THE YELVERTON SCHOOL,1600538,null,40.8761751,-73.849683,"3425 BOSTON ROAD BRONX, NY 10469",(718) 653-4061,PP,
J C DAY CARE/DAY WATCH PRE-K,1600539,null,40.7065569,-73.9075904,"20 ST. JOHNS ROAD, 1ST  RIDGEWOOD, NY 11385",(718) 381-4896,PP,open during summer only
LUCKY STARS OF FOREST HILLS,1600542,null,40.7250416,-73.8483077,"68-38 YELLOWSTONE BLVD. FOREST HILLS, NY 11375",(718) 268-6400,PP,
BUTTERFLY DCC - SCHOOL AGE,1600546,null,40.6151591,-73.9452026,"2810 NOSTRAND AVENUE BROOKLYN, NY 11229",,PP,
AL- MADINAH SCHOOL,1600547,null,40.6741986,-73.9885392,"383 3RD AVENUE BROOKLYN, NY 11215",(718) 222-4986,PP,
CHILDREN'S KINGDOM,1600548,null,40.629746,-73.9437439,"3319 AVENUE  I BROOKLYN, NY 11210",,PP,
SJBC CHRISTIAN DAY CARE,1600550,null,40.5887698,-73.8023477,"74-05 ROCKAWAY BEACH BLVD ARVERNE, NY 11692",,PP,open during summer only
JAMES WELDON JOHNSON COMM. CTR,1600551,null,40.7943728,-73.937365,"2201 FIRST AVENVE NEW YORK, NY 10029",,PP,
BABOVE 37- UNITED LUBAVITCHER,361501,GH,40.665288,-73.9395071,"570 CROWN STREET BROOKLYN, NY 11213",,FF,open during summer only
BCA EARLY CHILDHOOD ED CENTER,360501,GD,40.638474,-74.0058897,"812 54TH STREET BROOKLYN, NY 11220",(718) 718-4388,FF,open during summer only
THERAPEUTIC EARLY CHILDHOOD ,761701,GH,40.7964299,-73.947782,"1301 FIFTH AVENUE NEW YORK, NY 10029",(646) 351-1300,FF,open all year
LIGHTHOUSE SCHOOL AGE PROGRAM,1600553,null,40.7170698,-73.9959717,"80-82 BOWERY STREET, 2ND F NEW YORK, NY 10013",(212) 219-8813,PP,
FAMILY RENAISSANCE,1600554,null,40.6528029,-73.9544178,"123 LINDEN BLVD BROOKLYN, NY 11226",(718) 940-8598,PP,open during summer only
YESHIVA KEHILATH YAKOV 6,360703,GC,40.7020399,-73.959133,"636-640 BEDFORD AVENUE BROOKLYN, NY 11211",(718) 963-1212,FF,open during summer only
FRANCIS GRACE DAY CARE,1600558,null,40.680097,-73.7628987,"130-20 MERRICK BLVD ROCHDALE VILLAG, NY 11434",,PP,open during summer only
YESHIVA OHR TORAH,1600559,null,40.6349551,-73.98828,"4615 14TH AVENUE BROOKLYN, NY 11219",(718) 972-7348,PP,
PRECIOUS MOMENTS NURSERY SCH,1600560,null,40.722188,-73.9034822,"61- 28 GRAND AVENUE ( BASMT FLUSHING, NY 11378",(718) 416-1624,PP,open during summer only
MARC ACADEMY & FAMILY CENTER,160301,GD,40.8475422,-73.9110118,"55 EAST 175 STREET BRONX, NY 10453",(718) 562-3410,FF,open during summer only
THE LA VELLE SCH FOR THE BLIND,1600566,null,40.8816907,-73.8530031,"3830 PAULDING AVENUE BRONX, NY 10469",,PP,
JF KIDS PORT PRESCHOOL,1600569,null,40.6413111,-73.7781391,"350 JFK AIRPORT JAMAICA, NY 11430",,PP,open during summer only
BOY SCOUTS OF AMERICA,1600575,null,40.950225,-73.8922032,"441 ROUTE 9 WEST ALPINE, NJ 07620",(888) 246-5805,PP,country camp open during summer only
CAMP ARUGATH HABOSEM #2,1600594,null,40.7042409,-73.9600767,"135 KEAP ST BROOKLYN, NY 11211",(718) 384-1962,PP,country camp open during summer only
CAMP BAIS YAAKOV,1600619,null,41.744353,-74.7388939,"482 STANTON CORNERS RD FERNDALE, NY 12743",(718) 435-3200,PP,country camp open during summer only
MACHNE YAKOV YOSEF,1600660,null,40.7013677,-73.9567825,"105 HEYWARD ST. BROOKLYN, NY 11206",(718) 852-0502,PP,country camp open during summer only
NYCHA CAMPOS COMM. CTR. 2,1600683,null,40.7287713,-73.9775759,"611 E. 13TH STREET NEW YORK, NY 10009",(212) 677-1801,PP,open during summer only
HOME FOR THE HOMELESS (KIWAGO),1600771,null,40.7283288,-73.9914794,"36 COOPER SQUARE NEW YORK, NY 10003",(212) 529-5252,PP,country camp open during summer only
BRIGHT HORIZONS CHILDREN'S CTR,1600739,null,40.9676551,-73.8820084,"7 ODELL PLAZA YONKERS, NY 10701",,PP,
FLATLANDS DAY CARE,1600753,null,40.636229,-73.911129,"917 EAST 82ND STREET BROOKLYN, NY 11236",(718) 444-0106,PP,open during summer only
BRONX PARK PREP SCHOOL,1600762,null,40.8593105,-73.8704616,"2270 BRONX PARK EAST  BRONX, NY 10467",(718) 882-3261,PP,open during summer only
PAL BROWNSVILLE BEACON COMM.,1600779,null,40.6557633,-73.9066851,"985 ROCKAWAY AVENUE . BROOKLYN, NY 11212",,PP,
BETH JACOB PAROCHIAL SCH,1600791,null,40.716537,-73.9841985,"142 BROOME STREET NEW YORK, NY 10002",,PP,
PS/IS 176 AFTER SCH PROGRAM,1600793,null,40.8665218,-73.9238183,"4862 BROADWAY NEW YORK, NY 10034",       ,PP,open during summer only
MOORE 4 YOU COMM. DEV PS 202,1600812,null,40.6662563,-73.8764047,"982 HEGEMAN AVENUE BROOKLYN, NY 11208",(347) 729-6404,PP,open during summer only
POLICE ATHLETIC LEAGUE  ,1600815,null,40.8172226,-73.896962,"991 LONGWOOD AVENUE BRONX, NY 10459",(718) 991-2447,PP,open during summer only
MARY MITCHELL FAM & YOUTH CTR,1600817,null,40.8449027,-73.8869868,"2007 MAPES AVENUE BRONX, NY 10460",,PP,open during summer only
BRONX EARLY CHILDHOOD CTR,159401,GD,40.8332563,-73.8905661,"1515 SOUTHERN BOULEVARD BRONX, NY 10460",(718) 764-2409,FF,open during summer only
UCP/NYC-STATEN ISLAND,1600831,null,40.6341819,-74.1355229,"281 PORT RICHMOND AVE STATEN ISLAND, NY 10302",,PP,open during summer only
TALMUD TORAH CHINUCH YISROEL,1600847,null,40.6345827,-74.00243,"1020 56TH STREET BROOKLYN, NY 11219",,PP,open during summer only
GKO GROUP INCORPORATED,1600848,null,40.819636,-73.817967,"4020 EAST TREMONT AVE BRONX, NY 10465",(718) 239-5275,PP,open during summer only
OUR LADY OF MOUNT CARMEL SCH,1600852,null,40.8582005,-73.8891927,"2465 BATHGATE AVE BRONX, NY 10458",(718) 295-6080,PP,open during summer only
MONTESSORI DAY SCHOOL OF BKLYN,1600853,null,40.6730001,-73.9626731,"787 -A WASHINGTON AVENUE BROOKLYN, NY 11238",,PP,open during summer only
ABC PRESCHOOL & KINDERGARTEN,1600854,null,40.7395425,-73.8980517,"66-20 LAUREL HILL BLVD. WOODSIDE, NY 11377",,PP,open during summer only
ROSEDALE CHILD DEVELOPMENT CT,1600858,null,40.673372,-73.7316759,"133-55 242 ND STREET ROSEDALE, NY 11422",,PP,open during summer only
JEWISH INSTITUTE OF QUEENS,1600860,null,40.7311464,-73.8708995,"60-05 WOODHAVEN BLVD ELMHURST, NY 11373",,PP,
MY PRECIOUS ANGELS,1600862,null,40.681137,-73.8577676,"81-05 101 AVENUE - 1ST FL OZONE PARK, NY 11416",,PP,open during summer only
ALL SEASONS DAY CARE.,1600863,null,40.8980716,-73.8521637,"1701 NEREID AVENUE BRONX, NY 10466",,PP,open during summer only
WESCOP INC MT VERNON CAG DC.,1600864,null,40.9044196,-73.8368106,"250 S SIXTH AVE WESTCHESTER, NY 10550",(914) 664-8688,PP,
TLC LEARNING CTR,1600865,null,40.1055557,-74.209559,"419 EAST COUNTY LINE RD LAKEWOOD, NJ 08701",,PP,open during summer only
